,0
1312,united frustrating flying experience one continuous dunno time leave today dunno thats code
1313,united 220 denver ap gate b91 destination santa fe agent ashley amazing job face angry traveler kudos
1314,united united flight ever time americanisbetter
1315,united id rather spend two day back seat volkswagen two hour plane disgruntled whatacluster
1316,united flight supposed depart boston 436 departing 630 due issue finding pilot thanks lot
1317,united suppose customer enjoy screaming toddler problem someone complains
1318,united could give free flight life id still choose purchase ticket competitor
1319,united first time flew united horrible thought would give second chance third disgruntled
1320,united flight san fransico jfk evacuated
1321,united 4994 jackson wyoming delayed pilot full toilet deplaned 2ndary mechanical fail cancelled flightled flight pending
1322,united far worst airline ive ever misfortune flying 44 country ive flown outrageous
1323,united want bag flight 1142
1324,united thanks causing u miss connection 6hour delay flydeltanexttime
1325,united hope lose next govt contract
1326,united lost bag flight chi eri landed 15 hr agoyet still zero update unitedairlinessux
1327,united send confirmation number get home safe sound pay expensive service
1328,united bag state didnt travel airport dont fly look like itll never show
1329,united ridiculous refunded whenever get final destination
1330,united stay 24h traveling an sleeping airport floor
1331,united seriously ua 806 delayed copilot isnt 15 hour flying raleigh disappointing
1332,united seriously complete b
1333,united weve waiting hour luggage give
1334,united costumer service denver intl airport ridiculous bad
1335,united lied face gate upgrade thanks badservice unitedsucks
1336,united proof situation due company mistake
1337,united ouch fair
1338,united synonymous rude cheap really dont know value customer
1339,united go back home use company available unfair stay 24 h traveling
1340,united miss oscar ill never fly united
1341,united stingiest airline nobody model ptfo cheap bastard stingy
1342,united flight delayedagainevery time maintenance issue
1343,united fine automatically changed connecting flight wouldnt miss work
1344,united yes ride home would perfect fete one would assume possible charging 1600 domestic flight p deplaned
1345,united denied upgrade catering issue poorservice
1346,unitedexcited barrel sky 600mph 75 ton piece metal operated company cant get tiny tv work
1347,united heard vouchermiles credit cancelled flighting international flight yesterday didnt get email
1348,united maybe dont play video flight outfitted w wifi flight wifi isnt working
1349,united line baggage system complete rubbish bag missing 2 day meaningful information
1350,united thanks able app still customer service seen yyz
1351,united thx response finally got 45 min wait talked someone
1352,united unhelpful httptcovbfieo2qjc
1353,united would take 500 voucher offered miscounting seat plane mean would fly
1354,united 3 6 first seat open ua5097 upgrade processed gate agent yyz said busy cool httptco6kpyhcka9l
1355,united rayja9 flying la vega chicago flight late flight announcement made
1356,united believe cancelled flighted yesterday guess go back notification united cancelled flightlation
1357,united case youre reading ua230 right 7d many oversized carryons taking much room enforce rule
1358,united airline pay extra get better seat time board overbooked flight there overhead space
1359,united thx dmd conf mqxc64 amp mpwnc2 help appreciated
1360,united delayed 7 hr flight 5721 pitiad finally board plane sit half hour amp crew hr limit amp deplane unacceptable
1361,united stuck yyz staff took break happy 1k
1362,united personal device entertainment system great app crashing every 1015 min im glad free
1363,united pls stop sending text every 15mins saying flight delayed another 15minsits 3hrs usually defend u lame
1364,united agent use bathroom boarding toilet onboard full oh expected strongly worded email funited
1365,united hire extra customer service rep 50 minute wait time ask one question would rather fly another airline thanks
1366,united united flight ua3774 two delay cancelled flightled explanation amp flight norfolk arent booked renting car
1367,united ill try mileage program historically lifeline u worldhungry traveler moderate mean
1368,united way help find flight la stuck dia sat plane 2 hr waiting hour update
1369,united 50 minute wait time help cancelled flightled flight help guy
1370,united rebooked take bus portland maine boston told united cover charge
1371,united well phlsfo flight yesterday major miss unfriendly premier cabin crew baggage cluster sfo
